mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
54	54	160	160	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	509								
54	54	321/2	321/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	510								
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	511								
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	1	3	3/8	1/4	3/2	512								
54	54	159	159	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	513								
54	54	160	160	0.0	1/4	1/4	Spanner	6/8	2	1	0								16			
54	54	160	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	514				45	16			
54	54	321/2	321/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	515				45	16			
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	516				45	16			
55	55	162	162	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	517								
55	55	327/2	327/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	518				46				
55	55	655/4	655/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	519				46				
55	55	164	164	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	520								
55	55	162	162	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	521								
55	55	163	163	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	522								
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	523								
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	524								
55	55	162	162	0.0	0	0	Spanner	6/8	2	1	0											
55	55	162	162	0.0	0	0	Spanner	6/8	2	1	0									14		
55	55	162	162	0.0	0	0	Spanner	6/8	2	1	0									14	0	0
55	55	162	162	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	525						14	0	0
55	55	163	163	0.0	1/4	1/4	Spanner	6/8	2	1	0										0	0
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	526							0	0
56	56	165	165	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	527								
56	56	333/2	333/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	528				47				
56	56	667/4	667/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	529				47				
56	56	167	167	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	530								
56	56	165	165	1.0	0	0	Chord	6/8	1	2	1/4	1/4	1	531								
56	56	166	166	0.5	1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	532								
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	533								
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	534								
56	56	165	165	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	535							0	0
56	56	333/2	333/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	536							0	0
57	57	168	168	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	537								
57	57	168	168	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	538								
57	57	168	168	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	539							0	0
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	540		articStaccatoBelow					0	0
58	58	171	171	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	541								
58	58	171	171	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	542								
58	58	171	171	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	543				48			0	0
58	58	685/4	685/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	544				48			0	0
58	58	343/2	343/2	0.0	1/8	1/8	Dynamic	6/8	2	1	0				ppp			48			0	0
58	58	343/2	343/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	545				48			0	0
58	58	345/2	345/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	546							0	0
58	58	174	174	0.0	3/4	3/4	Spanner	6/8	2	1	0											
