mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	782				150				
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	783								
67	67	529/4	529/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				p							
67	67	529/4	529/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	784								
67	67	533/4	533/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16	1/8	3/2	785								
67	67	132	132	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	786								
67	67	529/4	529/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16	1/8	3/2	787								
67	67	133	133	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	788								
67	67	533/4	533/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	789								
68	68	537/4	537/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	790								
68	68	541/4	541/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16	1/8	3/2	791								
68	68	134	134	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	792								
68	68	537/4	537/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16	1/8	3/2	793								
68	68	135	135	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	794								
68	68	541/4	541/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	795								
69	69	136	136	0.0	0	0	StaffText	2/4	1	1	0						cresc. e string.					
69	69	273/2	273/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	796		articAccentAbove						
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	797		articAccentAbove						
69	69	545/4	545/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	798								
69	69	273/2	273/2	0.75	1/8	1/8	Chord	2/4	2	1	3/16	1/8	3/2	799		articAccentAbove						
69	69	549/4	549/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	800								
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	801		articAccentAbove						
70	70	138	138	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	802								
70	70	277/2	277/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	803		articAccentAbove						
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	804		articAccentAbove						
70	70	138	138	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	805								
70	70	553/4	553/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	806								
70	70	277/2	277/2	0.75	1/8	1/8	Chord	2/4	2	1	3/16	1/8	3/2	807		articAccentAbove						
70	70	557/4	557/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	808								
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	809		articAccentAbove						
71	71	140	140	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	810								
71	71	281/2	281/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				f							
71	71	281/2	281/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	811		articAccentAbove						
71	71	140	140	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	812								
71	71	561/4	561/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	813								
71	71	281/2	281/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	814		articAccentAbove						
71	71	567/4	567/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	815								
72	72	142	142	0.0	0	0	Dynamic	2/4	1	1	0				ff							
72	72	142	142	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	816								
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	817								
72	72	142	142	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	818								
72	72	571/4	571/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	819								
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	820								
